Facility_ID,Facility_Name,Country,City,Industry,Fiscal_Year,Employee_Count,Scope1_Emissions,Scope2_Emissions,Scope3_Emissions,Total_Energy_MWh,Renewable_Energy_Percentage,Water_Withdrawal_m3,Water_Recycled_Percentage,Waste_Generated_Tons,Waste_Recycled_Percentage,Female_Workforce_Percentage,Employee_Turnover_Percentage,Training_Hours,Compliance_Violations
FAC074,Detroit Automotive Plant 74,USA,Detroit,Automotive,2023,1277,7085.9,3343,34975.2,20047.3,49.9,13684,45.2,1542.9,60.5,47.6,19.9,57.1,1
FAC074,Detroit Automotive Plant 74,USA,Detroit,Automotive,2024,1358,5340.7,1824.1,28646.1,15517.7,38.4,30185.1,49.8,1390.4,57.4,38.6,7.8,69.9,0
FAC074,Detroit Automotive Plant 74,USA,Detroit,Automotive,2025,1376,5988.2,2644.4,19439.5,16249.2,36.4,26345.3,64.5,732,53.7,26.1,19.8,49.4,0
FAC075,Cleveland Industrial Plant 75,USA,Cleveland,Industrial Equipment,2022,1055,6967.2,2861.6,24077.8,16845.9,28,13780.5,47.9,629.4,31.7,26.1,9.8,29.4,0
FAC075,Cleveland Industrial Plant 75,USA,Cleveland,Industrial Equipment,2023,1040,5640,1509.1,21831.9,17722,53.2,13676.1,64.9,1272.8,63.1,27.5,13.3,29.3,3
FAC075,Cleveland Industrial Plant 75,USA,Cleveland,Industrial Equipment,2024,1049,2865,1804.1,14900.7,13325.2,60.5,27513.6,45.8,799.4,55.6,34.8,19.9,37.6,0
FAC075,Cleveland Industrial Plant 75,USA,Cleveland,Industrial Equipment,2025,1079,4622.6,1192.9,21079.2,13154.9,69.3,25696.1,69.2,738,56.9,33.3,16.9,54.1,0
FAC076,Leverkusen Chemicals Plant 76,Germany,Leverkusen,Chemicals,2022,1372,4210,4862.5,25797.4,17404.4,18.2,30030.4,47.7,1788.5,29.8,22.9,9.7,24.3,0
FAC076,Leverkusen Chemicals Plant 76,Germany,Leverkusen,Chemicals,2023,1374,7216.7,3576.7,46918.1,17104.2,37.8,33599.4,47,1079.1,40.4,43.6,7.5,28.6,0
FAC076,Leverkusen Chemicals Plant 76,Germany,Leverkusen,Chemicals,2024,1377,2742.3,2398.3,16362.3,12248.6,46.7,12646.6,59.9,1213.4,91.8,21.1,14.9,29.8,2
FAC076,Leverkusen Chemicals Plant 76,Germany,Leverkusen,Chemicals,2025,1443,3826.8,2237.1,14117.9,14118.8,48.1,38163.6,31.1,1533.4,84.7,27.8,12.1,77.9,0
FAC077,Munich Industrial Plant 77,Germany,Munich,Industrial Equipment,2022,2442,6717.7,2823.6,29972.6,20063.6,52.8,59770.5,63.6,1869.3,67.9,34,20.5,31.7,0
FAC077,Munich Industrial Plant 77,Germany,Munich,Industrial Equipment,2023,2445,7110.8,4102.3,22428.8,26838.1,36.5,63419.3,62.7,1582,59.1,18.2,20.3,60.6,1
FAC077,Munich Industrial Plant 77,Germany,Munich,Industrial Equipment,2024,2484,12052.6,4040.3,54241.6,34509.8,65.5,30177,64.8,1908.3,49.2,39.4,15.3,63.3,0
FAC077,Munich Industrial Plant 77,Germany,Munich,Industrial Equipment,2025,2541,10734,5195.6,64020.1,27443.2,47.7,58600.8,41.4,2962.3,82.1,30.4,18.2,42.2,0
FAC078,Leverkusen Chemicals Plant 78,Germany,Leverkusen,Chemicals,2022,2084,7454.8,3262.4,25510.9,23080.1,42.1,61131.5,19.2,3051,43.9,21.8,13,10.4,0
FAC078,Leverkusen Chemicals Plant 78,Germany,Leverkusen,Chemicals,2023,2046,6505.7,5140.3,52347.7,23410.8,35.4,37239.4,60,1287.6,82.3,46.5,6.4,52.9,0
FAC078,Leverkusen Chemicals Plant 78,Germany,Leverkusen,Chemicals,2024,2146,4864.4,1420.1,12767.2,18529.5,70.1,63180.7,57.4,1502.7,90.6,25.4,20.9,35,1
FAC078,Leverkusen Chemicals Plant 78,Germany,Leverkusen,Chemicals,2025,2139,7956.9,1257.5,25618.6,25005.4,84.1,32314.7,55.2,545.1,88.7,33.6,8.6,62.7,0
FAC079,Stuttgart Automotive Plant 79,Germany,Stuttgart,Automotive,2022,1046,1944.6,2241.2,14490.2,9543.4,30.7,17476.3,30.6,1526.6,63.9,38.7,17,17,2
FAC079,Stuttgart Automotive Plant 79,Germany,Stuttgart,Automotive,2023,1084,3236.8,2536.5,25936.2,9126.5,24.1,23580.2,24.9,1125.1,73.5,41.7,7.5,28.5,4
FAC079,Stuttgart Automotive Plant 79,Germany,Stuttgart,Automotive,2024,1118,3954.8,2602.8,18987,15931.2,48.6,12257.9,65.5,928.9,59.9,26.8,16.2,34.5,0
FAC079,Stuttgart Automotive Plant 79,Germany,Stuttgart,Automotive,2025,1140,4711.6,1388.8,25325.2,11301,59,13141.4,51.2,894,82.6,34.2,11.8,68.9,0
FAC080,Leverkusen Chemicals Plant 80,Germany,Leverkusen,Chemicals,2022,901,4023.6,2000.3,13001.7,11332.4,27.7,26379.1,60.6,402.6,70.8,41,8.5,22.7,0
FAC080,Leverkusen Chemicals Plant 80,Germany,Leverkusen,Chemicals,2023,958,1659.3,1501.6,7347.3,7658.4,43.5,26073.7,31.7,796.1,36.1,35.1,18.9,47.6,1
FAC080,Leverkusen Chemicals Plant 80,Germany,Leverkusen,Chemicals,2024,1011,3306,1000.9,18629.6,9405.8,45.2,12730.8,47.6,1371.6,39.6,42,6,51.1,2
FAC080,Leverkusen Chemicals Plant 80,Germany,Leverkusen,Chemicals,2025,1008,3114.2,1105.2,14019.2,14513.4,74.9,24347.8,63.4,303.7,51.2,33.6,6.1,44.4,0
FAC081,Stuttgart Automotive Plant 81,Germany,Stuttgart,Automotive,2022,2326,9582,3892,52080.7,28215,52.7,57820.3,48,2504.7,72.1,30.8,7.7,45.7,1
FAC081,Stuttgart Automotive Plant 81,Germany,Stuttgart,Automotive,2023,2405,10853.8,4727,44885.3,24140.5,27.1,35914.9,69.6,1496,53,40.9,12.4,50.7,1
FAC081,Stuttgart Automotive Plant 81,Germany,Stuttgart,Automotive,2024,2460,9890.6,5242.7,43886.9,29300.2,45.6,44164.1,68.2,492.6,37,26.5,5.3,32.1,2
FAC081,Stuttgart Automotive Plant 81,Germany,Stuttgart,Automotive,2025,2435,9779.8,2312.7,49033.3,23626.8,46.9,56428.3,41,2239.6,68.9,45.8,7,35.7,0
FAC082,Stuttgart Automotive Plant 82,Germany,Stuttgart,Automotive,2022,1271,5036.5,3539.4,29382.9,19073.4,22.7,26080.2,29.3,381.8,46.8,32.5,13.8,50.5,2
FAC082,Stuttgart Automotive Plant 82,Germany,Stuttgart,Automotive,2023,1262,5968,3061.9,19831.4,15594.6,33.5,11648.6,59,823.2,80.7,30.5,19.4,57.1,0
FAC082,Stuttgart Automotive Plant 82,Germany,Stuttgart,Automotive,2024,1352,7434.5,1672.1,30151.6,20763.9,57.8,20313.8,50.9,844.8,74.8,22.6,15.8,70.9,3
FAC082,Stuttgart Automotive Plant 82,Germany,Stuttgart,Automotive,2025,1376,5160.6,3368.2,20213.5,16756,40.4,21184.5,49,1608.4,68.5,25.9,10.9,53.6,0
FAC083,Stuttgart Automotive Plant 83,Germany,Stuttgart,Automotive,2022,2180,6564.2,3972.7,47339.1,19146.9,29,42582.9,30.6,1190.6,53.8,38.5,15.2,15.1,0
FAC083,Stuttgart Automotive Plant 83,Germany,Stuttgart,Automotive,2023,2197,7759.1,2699.9,28888.3,22266.1,34.4,65313.2,51.6,3267.4,57.4,22.4,6.2,54.8,0
FAC083,Stuttgart Automotive Plant 83,Germany,Stuttgart,Automotive,2024,2241,4170.7,2334.4,16962.8,18833.2,62.2,48544.7,32.5,2873.4,51.4,28.3,17.9,39.7,0
FAC083,Stuttgart Automotive Plant 83,Germany,Stuttgart,Automotive,2025,2279,5079.2,2166.3,19176.3,20240,62.4,42450,59.2,874.6,76.3,18.6,13.8,63.9,0
FAC084,Stuttgart Automotive Plant 84,Germany,Stuttgart,Automotive,2022,422,995.3,588.4,6909.6,3716.2,42,3994.3,52.3,448.1,86.2,28.8,7.7,23.2,3
FAC084,Stuttgart Automotive Plant 84,Germany,Stuttgart,Automotive,2023,443,1786.7,505.9,6393.2,4022.7,37.1,11991.6,47.5,196,61,31.7,20.3,19,0
FAC084,Stuttgart Automotive Plant 84,Germany,Stuttgart,Automotive,2024,470,1768.3,412.2,8091.4,4579.8,51,7434.6,39.3,702.6,90.8,26.3,6,37.6,0
FAC084,Stuttgart Automotive Plant 84,Germany,Stuttgart,Automotive,2025,414,1645,278.9,5737.3,6415.9,82.5,4562.2,59.2,363.1,75.3,44.2,15.5,52.8,0
FAC085,Munich Industrial Plant 85,Germany,Munich,Industrial Equipment,2022,1496,3751.6,2003.2,19298.1,14905.5,35.3,38301.1,62.9,900.1,72.2,33.7,8.2,54.8,4
FAC085,Munich Industrial Plant 85,Germany,Munich,Industrial Equipment,2023,1466,4531.6,1999.6,21764.6,18920.3,45.4,34931.4,30.8,1893.2,39,18.9,10.6,61.8,4
FAC085,Munich Industrial Plant 85,Germany,Munich,Industrial Equipment,2024,1515,7049.9,1715,23529.3,16645.4,71.9,38087.7,30.7,666.9,78.5,36.4,9.3,51.5,0
FAC085,Munich Industrial Plant 85,Germany,Munich,Industrial Equipment,2025,1535,3063.9,2935.4,14009.7,13935.1,37.3,40854.1,48.8,1603.2,49.6,29.6,12.1,41.4,0
FAC086,Munich Industrial Plant 86,Germany,Munich,Industrial Equipment,2022,235,1344.3,632,4963.3,3654.7,21.6,2795.5,67.6,181.2,66.3,38.6,19.9,49.9,0
FAC086,Munich Industrial Plant 86,Germany,Munich,Industrial Equipment,2023,210,995.4,290.8,5592.2,2619,57.1,4322.3,47.7,217.1,73.7,19.2,7.2,38.6,3
FAC086,Munich Industrial Plant 86,Germany,Munich,Industrial Equipment,2024,241,1079.3,437.8,4991.7,2812.1,46.6,5271.7,28.2,139.4,57.7,27.1,18.2,46.8,0
FAC086,Munich Industrial Plant 86,Germany,Munich,Industrial Equipment,2025,293,1905.8,368.5,8222.2,4474.5,69.8,2927,50,127.1,70.4,44.8,13.2,51.7,0
FAC087,Stuttgart Automotive Plant 87,Germany,Stuttgart,Automotive,2022,930,2868.3,1780.8,12204.8,11450.9,42.6,21592.5,65.2,1149,73.1,21.7,7.8,30.2,0
FAC087,Stuttgart Automotive Plant 87,Germany,Stuttgart,Automotive,2023,957,5676.5,1829.6,18012.8,12790.8,52.7,19243,24.1,404,50.8,44.1,19.3,25.3,0
FAC087,Stuttgart Automotive Plant 87,Germany,Stuttgart,Automotive,2024,914,3862.6,1524.9,19212.5,9849.5,42.5,9675.8,31.8,423.8,70.5,25.6,12.3,64.5,0
FAC087,Stuttgart Automotive Plant 87,Germany,Stuttgart,Automotive,2025,926,2935.9,1433.6,13695.5,11548.9,60.2,16409.9,54,193.1,85.9,26.3,14.6,70.9,0
FAC088,Stuttgart Automotive Plant 88,Germany,Stuttgart,Automotive,2022,754,4015.1,2629.5,27209.9,9711.1,13.6,10982.5,65.9,198.9,52.9,23.3,16.8,37.5,1
FAC088,Stuttgart Automotive Plant 88,Germany,Stuttgart,Automotive,2023,838,4496.2,1837.2,18369.8,10182.2,45.3,7364.7,58.9,519.3,85.6,42.6,17.6,55.9,0
FAC088,Stuttgart Automotive Plant 88,Germany,Stuttgart,Automotive,2024,838,1848.2,773.7,8682.7,6880.7,60.6,19532.3,52.9,286.7,76.6,36.9,20.8,47.8,0
FAC088,Stuttgart Automotive Plant 88,Germany,Stuttgart,Automotive,2025,830,2384.3,597.4,10609.2,9000.1,77.5,23568.9,54.6,701.6,77.9,32.9,17.4,73.8,0
FAC089,Munich Industrial Plant 89,Germany,Munich,Industrial Equipment,2022,932,3000.1,1673.7,11770.2,7515.5,32,20072.3,39.6,241.5,48.4,42.2,9.4,38.8,1
FAC089,Munich Industrial Plant 89,Germany,Munich,Industrial Equipment,2023,983,4531.6,2247.9,13662.9,13871.9,33.8,22695.9,38.4,1122.3,68.2,18.9,8.3,32.9,0
FAC089,Munich Industrial Plant 89,Germany,Munich,Industrial Equipment,2024,1031,5680.7,1498.3,25614.7,15718.1,65.5,28481.7,49.6,655.3,79.7,30.4,16.9,63.6,0
FAC089,Munich Industrial Plant 89,Germany,Munich,Industrial Equipment,2025,1030,4255,1920.7,26496.6,12356.5,36.9,26272.4,32.6,405.9,83.7,28.2,10.5,58,0
FAC090,Leverkusen Chemicals Plant 90,Germany,Leverkusen,Chemicals,2022,1758,8426.1,3542.9,33348.6,21723.1,49.2,15287.3,39.5,1487.6,40.9,31.6,21.2,19.7,0
FAC090,Leverkusen Chemicals Plant 90,Germany,Leverkusen,Chemicals,2023,1784,4633.8,2875.1,24516.5,18496.4,21.7,45632.1,65.4,714.1,51.1,32.5,19.5,32,0
FAC090,Leverkusen Chemicals Plant 90,Germany,Leverkusen,Chemicals,2024,1818,9664.3,1508.5,42584.3,26177.8,72.1,32916.9,57.4,1598.1,35.2,46,16,52.7,0
FAC090,Leverkusen Chemicals Plant 90,Germany,Leverkusen,Chemicals,2025,1900,11161,5525.6,34311,28505.1,41.1,46905,55.6,898.3,50.4,26.6,13,68.8,0
FAC091,Munich Industrial Plant 91,Germany,Munich,Industrial Equipment,2022,771,2595.4,1801.3,11064,7295.8,12.7,12110.1,34.6,296.1,72.2,26.5,9.9,13.2,1
FAC091,Munich Industrial Plant 91,Germany,Munich,Industrial Equipment,2023,809,1989.4,2689.9,9948.8,9598.9,22.3,13299.3,26.1,574,73.7,44.7,15.6,49.1,0
FAC091,Munich Industrial Plant 91,Germany,Munich,Industrial Equipment,2024,827,3069.1,856.6,13087.2,8114.5,66.4,24331.2,59.3,666.1,42.5,42.4,19.7,47.1,0
FAC091,Munich Industrial Plant 91,Germany,Munich,Industrial Equipment,2025,857,2271.6,608.6,7618.5,9628.3,82.4,13708.5,37.3,1193.3,57.2,43.8,9.7,55.9,0
FAC092,Stuttgart Automotive Plant 92,Germany,Stuttgart,Automotive,2022,1640,7168.6,4440.6,26915.8,18287.9,19.3,16833.8,60.5,2026.7,46.8,37.5,18.7,34,0
FAC092,Stuttgart Automotive Plant 92,Germany,Stuttgart,Automotive,2023,1663,3647.1,2901.9,14179.6,15211.8,31,20922.6,55.3,1264.7,90.8,35,11,49.2,0
FAC092,Stuttgart Automotive Plant 92,Germany,Stuttgart,Automotive,2024,1652,9230,1761.8,38363.5,22556.9,61.5,25041.5,30.3,1286.5,52.6,30.2,14.6,56.8,0
FAC092,Stuttgart Automotive Plant 92,Germany,Stuttgart,Automotive,2025,1724,3693.2,1241.9,11584.1,17148.1,67.6,35819.4,60.2,2159.8,79.4,37.8,11.7,47.1,0
FAC093,Munich Industrial Plant 93,Germany,Munich,Industrial Equipment,2022,967,4350.7,3426.6,21476,12700.2,25.6,27804.5,40.6,1428.6,48.1,20.7,6.1,54.4,0
FAC093,Munich Industrial Plant 93,Germany,Munich,Industrial Equipment,2023,976,6090,4130.1,20461.7,14320.4,22.8,19833,69,334.4,47.5,18.9,12.4,44.6,1
FAC093,Munich Industrial Plant 93,Germany,Munich,Industrial Equipment,2024,1028,2768.9,1210.9,9343.3,10952.6,48.5,20785.4,63.1,687.1,58.8,26.7,19,31.6,0
FAC093,Munich Industrial Plant 93,Germany,Munich,Industrial Equipment,2025,1001,3026.8,641.5,8581.8,8304.3,79.4,11029.9,62.2,1319.5,86.5,38.9,19.4,62,0
FAC094,Munich Industrial Plant 94,Germany,Munich,Industrial Equipment,2022,2458,7874.3,3654.4,37415.2,25716.7,21.7,59188.9,55,1352,87.1,35.3,6.5,11.7,1
FAC094,Munich Industrial Plant 94,Germany,Munich,Industrial Equipment,2023,2496,7457.7,2431.9,37859.7,20014.1,41.7,73978.3,69.2,3026.5,58.8,20.3,19.7,22,1
FAC094,Munich Industrial Plant 94,Germany,Munich,Industrial Equipment,2024,2507,11376.3,4661.2,68303.1,32983.8,53.3,49565.2,26.5,1981.1,86.6,35.2,10.3,41.9,3
FAC094,Munich Industrial Plant 94,Germany,Munich,Industrial Equipment,2025,2584,10687.7,5099.7,60267.3,24813.8,37.7,52717.6,32.5,2106.2,48.8,19.5,20.3,70.4,0
FAC095,Munich Industrial Plant 95,Germany,Munich,Industrial Equipment,2022,2135,6882.2,3392.2,36366.2,17381.9,15.3,30006.9,31.4,2484.8,65.5,45.3,17.8,39.7,0
FAC095,Munich Industrial Plant 95,Germany,Munich,Industrial Equipment,2023,2190,6578.6,3375.8,41360.9,20479.3,51.5,34038.4,26.1,851,87.9,22.6,13.4,62.7,2
FAC095,Munich Industrial Plant 95,Germany,Munich,Industrial Equipment,2024,2241,7015.7,3249.8,42135.6,29012,62.1,20606.4,37.6,2835.7,38,31.9,12.6,47.4,2
FAC095,Munich Industrial Plant 95,Germany,Munich,Industrial Equipment,2025,2322,6288.7,1499,25902.7,21137.1,69.5,40784,41.6,2871.2,59.9,27.5,13,77,0
FAC096,Leverkusen Chemicals Plant 96,Germany,Leverkusen,Chemicals,2022,1644,5507.9,2884.7,33619,20540.7,40,22387.3,48.4,1314.3,70.2,25.3,16.8,44.7,1
FAC096,Leverkusen Chemicals Plant 96,Germany,Leverkusen,Chemicals,2023,1644,3262.8,2484.5,17403.5,16143.1,20.5,32149.8,54.9,1080.1,75,25.6,6,45.9,0
FAC096,Leverkusen Chemicals Plant 96,Germany,Leverkusen,Chemicals,2024,1730,9773.5,2246.5,45317.7,22333.3,67.3,18406.3,63.7,638.2,72.4,45,14.1,69.5,2
FAC096,Leverkusen Chemicals Plant 96,Germany,Leverkusen,Chemicals,2025,1709,6883.8,2006,38286,15859.6,58.9,24063.5,47.1,2348.9,80,27.7,7.1,37.3,1
FAC097,Munich Industrial Plant 97,Germany,Munich,Industrial Equipment,2022,1773,11412,4692.3,35002.6,28303.5,23.1,52387.3,28.4,1259.6,68.2,21.3,14.7,29.4,1
FAC097,Munich Industrial Plant 97,Germany,Munich,Industrial Equipment,2023,1779,6111.8,2517.3,29583.7,27064.8,52.2,24039.8,43.4,2429.2,39.2,37.2,20.4,47.9,0
FAC097,Munich Industrial Plant 97,Germany,Munich,Industrial Equipment,2024,1843,9176.7,4621,44521,27905.9,55,32424.4,63.1,2239.6,79.8,34.2,5.1,68.9,1
FAC097,Munich Industrial Plant 97,Germany,Munich,Industrial Equipment,2025,1898,6878.1,1432,22911.5,15356.4,62.2,17488.7,69.9,1976.2,59,43.6,9.9,71.9,1
FAC098,Munich Industrial Plant 98,Germany,Munich,Industrial Equipment,2022,993,4348,1324.6,16877.5,11906.3,53.6,10276.5,53.8,826.6,84.3,31.1,9,11.6,0
FAC098,Munich Industrial Plant 98,Germany,Munich,Industrial Equipment,2023,1066,3882.3,1881,18726.2,9750,37.5,31158.1,61,1552.7,31,28.2,10.9,50.4,0
FAC098,Munich Industrial Plant 98,Germany,Munich,Industrial Equipment,2024,1038,4657.9,1897.2,27437.3,14806,59.4,11705.5,51.5,1455.5,37.1,22.2,15.5,47.2,2
FAC098,Munich Industrial Plant 98,Germany,Munich,Industrial Equipment,2025,1036,1937.1,939.1,12257.4,9514.8,67.8,26994.3,33.9,1030.4,83.4,19.9,17.6,39.1,0
FAC099,Leverkusen Chemicals Plant 99,Germany,Leverkusen,Chemicals,2022,1051,6029.6,3926.8,36798.8,14966.3,30.3,15905,68.7,997.1,34.2,43.1,18.7,44.4,1
FAC099,Leverkusen Chemicals Plant 99,Germany,Leverkusen,Chemicals,2023,1106,3259.7,1210.6,13074.8,8371.3,32.3,12862.9,33.7,1058,38.3,41.7,15.6,34.9,0
FAC099,Leverkusen Chemicals Plant 99,Germany,Leverkusen,Chemicals,2024,1148,3827.7,2043.7,20457.9,8870,28.3,16349.9,56.5,1411.9,62.1,21.8,7.3,38.2,0
FAC099,Leverkusen Chemicals Plant 99,Germany,Leverkusen,Chemicals,2025,1137,3676.8,1293.3,16151.4,17558.5,65.9,32866.8,55.1,1384.1,58.1,18.1,8.3,39.3,0
FAC100,Stuttgart Automotive Plant 100,Germany,Stuttgart,Automotive,2022,1691,6975.9,2947.9,21164.2,19561.3,32,17719.9,25.8,2193.1,86.1,32.9,8.6,51.5,0
FAC100,Stuttgart Automotive Plant 100,Germany,Stuttgart,Automotive,2023,1701,4614.1,3351.6,31034.5,16271.1,39.6,15229,57.5,2385.3,40.9,41.6,13.3,23.2,3
FAC100,Stuttgart Automotive Plant 100,Germany,Stuttgart,Automotive,2024,1744,5371.1,3846.5,25940.3,21511.1,43.3,43839.7,40.3,571.1,77.1,44.1,11,35.9,0
FAC100,Stuttgart Automotive Plant 100,Germany,Stuttgart,Automotive,2025,1783,3392.2,1717.2,12493.3,13353,57.4,28914.3,48.3,806.6,58.6,26.1,9.9,35.4,0
FAC101,Curitiba Industrial Plant 101,Brazil,Curitiba,Industrial Equipment,2022,713,2157.9,1509.8,15463.1,8887.6,31.7,12896.7,59.1,623.9,66,23.1,21.5,48.5,0
FAC101,Curitiba Industrial Plant 101,Brazil,Curitiba,Industrial Equipment,2023,779,2626.7,923.3,9577.6,7550.4,64.8,15931.6,57.3,344.7,50.3,35.4,19.8,44.6,0
FAC101,Curitiba Industrial Plant 101,Brazil,Curitiba,Industrial Equipment,2024,801,2167.6,2035.6,16113.8,10270.1,47.6,12999.3,44.7,485.2,81.2,38.9,6.6,48.3,0
FAC101,Curitiba Industrial Plant 101,Brazil,Curitiba,Industrial Equipment,2025,744,2130.7,929.2,7948.6,8372,55.9,18957.4,30.6,676.5,48.4,31.8,13.6,60.3,3
FAC102,Salvador Chemicals Plant 102,Brazil,Salvador,Chemicals,2022,758,1991.3,904.3,5801.1,5582.5,49.5,14046.2,38,707.4,60.6,26.9,18,41.4,1
FAC102,Salvador Chemicals Plant 102,Brazil,Salvador,Chemicals,2023,794,2103.3,1517,13899.8,9550,55.4,6213,67.4,726.9,85.1,21.3,11.3,45.9,0
FAC102,Salvador Chemicals Plant 102,Brazil,Salvador,Chemicals,2024,758,2812.9,1076.6,9124.8,8268.7,61.1,9901.9,49.7,672.5,77,40.6,18.9,57.6,1
FAC102,Salvador Chemicals Plant 102,Brazil,Salvador,Chemicals,2025,779,2132.9,346.3,5295.9,6544.8,80,10728.1,48.1,564.1,83.1,32.1,13,71.1,2
FAC103,Salvador Chemicals Plant 103,Brazil,Salvador,Chemicals,2022,1655,2713.4,1578.7,10502.9,12231.9,50,40910.6,22,582.7,32.5,22.4,8.4,19.2,4
FAC103,Salvador Chemicals Plant 103,Brazil,Salvador,Chemicals,2023,1682,4621.3,1035.3,16216.1,13780.2,63.6,25398.5,52.9,827.8,33.9,44.2,9.2,60.6,1
FAC103,Salvador Chemicals Plant 103,Brazil,Salvador,Chemicals,2024,1766,7270,2093.2,34312.7,18325.9,58.8,29517.1,50.1,1194,67.3,44.9,9.9,61.5,0
FAC103,Salvador Chemicals Plant 103,Brazil,Salvador,Chemicals,2025,1795,5086,1582.6,20938.2,24010,73.7,17790.2,67,1717,54.8,47.2,17.9,65.2,0
FAC104,Campinas Electronics Plant 104,Brazil,Campinas,Electronics,2022,830,1952.1,690.1,7726.3,5680.9,54.7,8828.2,54.8,751.5,90.5,22.4,13.2,53.9,1
FAC104,Campinas Electronics Plant 104,Brazil,Campinas,Electronics,2023,831,3507.1,1394.9,15417.3,10795.8,38.2,10626.9,22.2,819.4,90.5,27.9,16.8,39.3,0
FAC104,Campinas Electronics Plant 104,Brazil,Campinas,Electronics,2024,906,3826.3,1255.3,14465.8,10012.8,65.6,8063.7,47.1,194.1,73.6,21.5,5.4,53.8,0
FAC104,Campinas Electronics Plant 104,Brazil,Campinas,Electronics,2025,895,2147,1083.6,8255.3,5958.4,38.7,21745.8,41.1,174.5,68,31.4,15.2,37.9,0
FAC105,Campinas Electronics Plant 105,Brazil,Campinas,Electronics,2022,2188,4946.8,4780.4,29122.2,23114.6,34,44172.5,40.2,1305.5,25.8,28.3,10.9,30.1,1
FAC105,Campinas Electronics Plant 105,Brazil,Campinas,Electronics,2023,2218,11448.9,5222.9,45373.7,25547.1,40,48499,68.6,1415.8,85.6,22.2,14.9,21.9,0
FAC105,Campinas Electronics Plant 105,Brazil,Campinas,Electronics,2024,2295,8801.8,5377.3,49296.4,31008,52.7,31732.8,26.3,2010.1,50.6,23.2,12.4,51.6,2
FAC105,Campinas Electronics Plant 105,Brazil,Campinas,Electronics,2025,2304,5749.6,1450.1,29271.2,16987.3,54.7,51625.1,42.2,1815.6,64.1,18.8,4.5,45.8,3
FAC106,Salvador Chemicals Plant 106,Brazil,Salvador,Chemicals,2022,684,2325.7,956.3,7543.3,6252.6,33.2,8197,69.7,166.7,75,35.4,15,49.1,1
FAC106,Salvador Chemicals Plant 106,Brazil,Salvador,Chemicals,2023,721,2834.3,1363.4,8579.5,9663.6,56.8,8402.1,49.9,239,58.6,38.8,11.2,20.4,0
FAC106,Salvador Chemicals Plant 106,Brazil,Salvador,Chemicals,2024,720,1637.6,518.5,5356.9,4552.3,41.7,13351.8,59.6,598.8,44.5,27.7,10.1,64,1
FAC106,Salvador Chemicals Plant 106,Brazil,Salvador,Chemicals,2025,723,1812.5,725.9,10301.6,8093,69.7,5090.8,50.7,420.9,65.2,28.2,19.1,38.6,0
FAC107,Campinas Electronics Plant 107,Brazil,Campinas,Electronics,2022,982,3463.7,1562.6,16977.7,10451.2,47.8,20566,23.9,666.6,30.1,42.6,20.8,31.6,0
FAC107,Campinas Electronics Plant 107,Brazil,Campinas,Electronics,2023,976,3059,1170.9,18718.5,6845.1,39.9,9779.8,36.6,968.8,37.4,21.9,16.6,49,0
FAC107,Campinas Electronics Plant 107,Brazil,Campinas,Electronics,2024,975,2524.1,1557.9,8957.3,6772.5,31.7,20754.6,59.3,211.6,41.1,41.8,13.2,28.7,0
FAC107,Campinas Electronics Plant 107,Brazil,Campinas,Electronics,2025,1000,1272.4,615.9,4361,6281.1,50.8,18053.5,53.5,391,74.9,18.9,6.8,67.6,0
FAC108,Curitiba Industrial Plant 108,Brazil,Curitiba,Industrial Equipment,2022,1602,7069,3058.9,21986.1,20011.9,45.6,35446.3,57.7,1208.5,73,46.9,8.7,43.9,0
FAC108,Curitiba Industrial Plant 108,Brazil,Curitiba,Industrial Equipment,2023,1626,8739.9,2246.8,41148.8,21171.1,61.4,16685.8,54.3,469.3,81.8,47.4,12.3,41.1,0
FAC108,Curitiba Industrial Plant 108,Brazil,Curitiba,Industrial Equipment,2024,1686,2720.3,2581.9,19946,11626.1,33.2,29030.2,27.8,897.9,41.6,26.5,14.6,40,3
FAC108,Curitiba Industrial Plant 108,Brazil,Curitiba,Industrial Equipment,2025,1735,5944.5,1556.7,31069.5,13321.2,56,40827.9,62.1,2095.3,59.1,18.4,15.3,64.2,0
FAC109,Sao Paulo Automotive Plant 109,Brazil,Sao Paulo,Automotive,2022,646,2575.2,1105.3,15572.4,5794.8,41.9,6431,36.9,251.9,38.4,43.3,12.5,20.5,0
FAC109,Sao Paulo Automotive Plant 109,Brazil,Sao Paulo,Automotive,2023,704,1965.4,639.3,10350.4,5688.8,52.1,13263.1,41.2,489.8,67.4,30.1,13.3,30.6,2
FAC109,Sao Paulo Automotive Plant 109,Brazil,Sao Paulo,Automotive,2024,667,1183.4,829.1,4174.5,4592.1,51,13738.1,62.5,480.5,36.5,23.4,14.7,40.7,0
FAC109,Sao Paulo Automotive Plant 109,Brazil,Sao Paulo,Automotive,2025,747,1937.7,1004.6,11715.7,4995.2,39.7,7900.4,56.5,531.7,53.6,28.3,18.3,58.6,3
FAC110,Sao Paulo Automotive Plant 110,Brazil,Sao Paulo,Automotive,2022,1917,5008.9,3450.5,17613.7,17032.1,25.5,32990.9,62.7,967.8,72.3,32.7,8.2,42.2,1
